,Organization (as author),Place created,Identifier,Author,Title,Year,Abstract,Keywords,XML file
147,Stanford University,Hopkins Marine Station,nc553ss6378,"Blencowe, Craig","Diurnal oxygen and nutrient level variations around a primary sewage outfall, Monterey Bay, California",1970.0,"1) The area of Monterey Bay near the Monterey City Outfall Line was investigated for relationships between dissolved oxygen and nutrient levels and changes in biogeochemical cycles during a day-night study period. 2) It was found that neither oxygen levels decreased enough nor did hydrogen sulfide levels increase enough to pose immediate toxicity to fish life during the period of study. 3) Levels of hydrogen sulfide, oxygen, and to a lesser extent, nitrite, are dependent upon a day-night cycle. Phosphate seems to be dependent to a greater extent upon the volume of effluent being released from the outfall. Nitrate shows no obvious correlation with either factor. 4) Phosphate is found in greatest quantities at the surface. Hydrogen sulfide and nitrite are found in slightly increased levels towards the bottom depths. Nitrate does not show any obvious gradient with depth. 5) Stability of phosphate seems to make it a better indicator of effluent flow direction and rate than the other nutrients studied. 6) Using phosphate as an indicator, it is suggested that much of the effluent of the Monterey City Outfall is flowing southward and pooling in a dead water area near the Monterey Wharf number 2, enriching the area considerably.",sewage pollution,hms_nc553ss6378.tei.xml
148,Stanford University,Hopkins Marine Station,tm928tw1945,"Clearman, David A.",Abundance and distribution of microfauna on Prionitis lanceolata as an indicator of marine pollution,1970.0,"The abundance and distribution of microfauna found associated with Prionitis lanceolata at a point chosen to represent an unpolluted natural environment. The results of this study were compared to the results of a previous study made in the Pt. Pinos area. Also, areas at Pt. Pinos were resampled to determine the effects of seasonal variation on microfaunal communities. Results indicate that differences in microfaunal community structure observed at Pt. Pinos are greater than those attributable to the effects of natural variation. Seasonal variation was found to have little effect in the Pt. Pinos area. From these results a hypothesis for testing pollution damage in an area was formulated.",sewage pollution,hms_tm928tw1945.tei.xml
149,Stanford University,Hopkins Marine Station,xn566yd4938,"Clearman, David A.",The effect of salinities and calium ion concentration on the muscle and nerve preparations of Cirriformia spirabrancha,1970.0,"1. Three types of body wall preparations of Cirriformia spirabrancha were tested for spontaneous activity and thresholds, these being (10 body wall with ventral nerve cord and head intact (2) body wall with ventral nerve cord only (3) body wall without lateral nerves. 2. All three types of body wall preparations reach differently to changes in salinity and calium ion concentrations. 3. all three types of boyd wall preparations are more sensitive to low salinities than to high salinities. 4. Two types of spontaneous activity were found; one controlled by the head and one by the nerve cord. 5. The nervous system is divided into two opposing systems, on inhibiting and one exciting muscular activity. 6. The head region may be important for (1) controlling one type of periodic rhythm (2) inhibiting muscular activity (3) regulating ion concentrations.","Polychaete worm, Cirriformia",hms_xn566yd4938.tei.xml
150,Stanford University,Hopkins Marine Station,jc204gf4523,"Cooke, William J.","Effects of sewage pollution on the interstitial populations of Del Monte beach Monterey, California",1970.0,"A study was made of the populations of intermediate sized interstitial organisms of Del Monte Beach, Monterey, California. In the summer of 1969 this beach was closed because of sewage pollution from the city's offshore outfall. It was expected that populations of organisms constantly exposed to this pollution might be affected. Samples were taken at every 100 meters on a transect running 1000 meters north and 1500 meters south. Counts were substantially lower to the north than to the south. This appears to be correlated to the southerly flow of the sewage as reported by several other investigators. A general enrichment of the environment is considered to account for the increase in population.",sewage pollution,hms_jc204gf4523.tei.xml
151,Stanford University,Hopkins Marine Station,ms165nc5925,"Freehafer, Nancy",A study of the rate of decomposition of oxidizable organic matter in sewage and sewage-enriched sea water,1970.0,"1) Sewage from the Monterey treatment plant does not make a gross contribution to the organic carbon content of the ambient sea water. It merely amplifies existing patterns of decomposition. 2) The hours of the maximum input of organic carbon into the environment from the outfall are not predictable. 3) Anaerobes can decompose organic carbon. 4) Under aerobic conditions, organic carbon in sea water and sewage undergoes qualitative changes making it less resistant to microbial and dichromate oxidation.",sewage pollution,hms_ms165nc5925.tei.xml
152,Stanford University,Hopkins Marine Station,sk334xp3948,"Grey, Douglas P.","Distribution of marine algae in the vicinity of a sewage outfall at Carmel, California",1970.0,"For years, the standard method for an assay of pollution has been a test for the presence of coliform bacteria, under the assumption that these indicate the presence of other, more harmful bacteria. While this test may be useful from a public health viewpoint, it fails to indicate the presence of sewage itself, which these studies show, may contain more materials harmful to the environment than coliform bacteria themselves. This paper will suggest a new type of indicator, that of varying legal distribution around an intertidal outfall area, as a helpful measure of the extent of total pollution.",sewage pollution,hms_sk334xp3948.tei.xml
153,Stanford University,Hopkins Marine Station,ny294mz7853,"Hainsworth, John",The effect of wave forces and sea water level on the crawling behavior in Lottia gigantea,1970.0,"The crawling behavior of Lottia gigantea was studied. Animals moved most when 0.8m to 1 m above tidal level with a decline in movement observed by limpets at levels below 0.4m SWL. Animals moved less when the wave induced velocities were higher. Animals adhered less well while crawling, but even then could resist forces nine times those exerted by the observed waves.",biology of limpets,hms_ny294mz7853.tei.xml
154,Stanford University,Hopkins Marine Station,dx768dq4053,"Holstrom, Marshall V.","Distribution, reproduction, recruitment, and pigments of the stalked barnacle Pollicipes polymerus in the vicinity of sewage outfalls at Pacific Grove and Carmel, California",1970.0,"1. In the period 29 April to 27 May 1970 studies of the distribution, reproduction, recruitment, and pigments of Pollicicpes polymerus were carried out on populations in both polluted and unpolluted areas. 2. Near sewage outfalls Pollicipes clusters may be abundant; however, they lack associated biota of polychaetes, amphipods, limpets and epizoic algae. The are loosely attached to rocks and are usually covered with an algal slime. 3. Within a 230 foot radius of an outfall with high residual chlorine the barnacles were not reproducing. Recruitment occurred only on the outer fringes of the area. At a second outfall with lower residual chlorine a few Pollicipes were reproducing and some recruitment was occurring within four feet of the mouth of the pipe. The levels of reproduction and recruitment here were lower than in unpolluted areas. 4. Pollicipes shows decreasing damage with increasing distance form the outfalls. 5. Thin layer chromatogram studies show that several carotenoid pigments found in the stalk hemolymph of dermal Pollicipes are lacking in individuals living near sewer outfalls. 6. Pollicipes appears to have some value as a quantitative indicator of the effects of marine sewage pollution.",sewage pollution,hms_dx768dq4053.tei.xml
155,Stanford University,Hopkins Marine Station,kn750fz5175,"McCabe, Melanie",The effects of sublethal concentrations of DDT on the rates of filtering and respiration of Mytilus claifornianus,1970.0,"Mytilus californianus maintained in solutions of filtered seawater of 1.0, 0.1,0.01, and 0.001 ppb DDT showed no consistent change in rate of respiration or filtering. Mytilus fed on Nitzschia in a 1 ppb DDT solution increased the level of DDT in the soft tissues to 562 (range 29 - 911) ppb in 24 hours; to 880 (range 451 - 1358) ppb in 48 hours; to 1253 (range 390 - 2056) ppb in 72 hours; and to 1307 (range 641 - 2692) ppb in 96 hours. Measurements of respiration and filtering rates taken of subsamples of the test group at 24 hour intervals showed no significant difference between the test organisms exposed to DDT and the controls. Mytilus californianus can concentrate DDT in its soft tissues up to 2.7 ppm by wet weight with no apparent reduction in the rates of filtering or respiration.",DDT,hms_kn750fz5175.tei.xml
156,Stanford University,Hopkins Marine Station,jn288nz9130,"McDowell, Richard M.",The effects of salinity stress on symbiosis in the cnidarian Anthopleura elegantissima,1970.0,"The cnidarian Anthopleura elegantissima is subject to a wide variety of external stresses. The effects of decreased salinity were examined in the field and in a laboratory environment. Animals were experimentally subjected to decreased salinities of 10 ppt, 17ppt, and 25 ppt over a period of 4 days. Laboratory results suggest that salinity stress induces algal cell loss, however, cell loss was not observed in the field. Mechanisms of release active in bleaching under salinity stress appear to result in the release of free algae.",,hms_jn288nz9130.tei.xml
157,Stanford University,Hopkins Marine Station,zd610ry2635,"Muchmore, Douglas B.",The egg peptide Speract increases fertilization of the sea urchin S. purpuratus,1970.0,"It was demonstrated that the addition of 10nM speract to gametes of Strongylocentrotus purpuratus dramatically increases fertilization in standard laboratory conditions and under the effect of turbulence. Such an increase in fertilization has not been observed by other researchers; the difference in results is likely due to variations in experimental conditions, in particular egg suspension (personal communications from D. Garbers, N. Suzuki, and V.D. Vacquier). Speract's mechanism of action remains unresolved; this paper suggests that there is a low-affinity receptor on the sperm tail to which speract binds, possibly causing changes in sperm metabolism.",,hms_zd610ry2635.tei.xml
158,Stanford University,Hopkins Marine Station,pn523dm5752,"Nakata, Michael M.",The distribution and effects of the lichen Arthopyrenia sublitoralis on the shell of the limpet Collisella digitalis,1970.0,"The infection by Arthopyrenia sublitoralis in the shells of Collisella digitalis superficially appears to affect the strength of the shell material. A series of three tests designed to measure the effects the lichen may have on the erodibility and, indirectly, the strength of the shell, indicate that the infection is having no effect.",symbiosis at the seashore,hms_pn523dm5752.tei.xml
159,Stanford University,Hopkins Marine Station,cy434gz3432,"Ott, Susan Marie",A preliminary survey of the effects of sewage in the development of echinoderms,1970.0,"The effects of sewage on sand dollar and sea urchin development were studied. Time required to reach different morphological stages and rate of skeleton growth were used as parameters. Studies were also carried out on culture conditions necessary to raise embryos beyond the pluteus stage. The development was adversely effected by sewage if the concentration was greater than 5% (unchlorinated). A slight enhancement was often observed in 1% sewage, at least during the first 100 hours.",sewage pollution,hms_cy434gz3432.tei.xml
160,Stanford University,Hopkins Marine Station,hg072nm6762,"Remsen, Van","Field and laboratory studies of the effects of chlorinated and unchlorinated sewage on the hermit crab Pagarus samuelis (Stimpson, 1859)",1970.0,"1) Pagurus is absent within a 100 foot radius of the Pacific Grove sewage outfall. No abnormalities in the patterns of distribution of Pagurus were found outside the 100 foot radius. 2) field cages containing P. samuelis placed within a 100 foot radius of the outfall showed 100% mortality in 28 days. Beyond this distance, mortalities did not exceed those in unpolluted areas. 3) Chlorinated sewage (residual chlorine 15-45 ppm) was the only one of several solutions tested in the laboratory (including dechlorinated sewage) showing significant mortality in 20% and 105 concentrations. Chlorine was probably the cause of deaths recorded in field cages within 100 feet of the outfall; laboratory studies showed sewage without chlorine could not account for this mortality except in concentrations above 50%. 4) Fresh water is a component of sewage toxic to P. samuelis at salinities of 0 -17 o/oo, but not toxic at 27 o/oo and above in 15 days. 5) Other toxic components are present in sewage since mortality exceeding that of controls was recorded in sewage which was dechlorinated and osmotically balanced. 6) P. samuelis tends to move away from solutions with salinities at 27 o/oo or below, but this alone probably cannot explain the absence of this species within the 100 foot radius of the outfall. 7) P. samuelis is not a sensitive indicator for unchlorinated sewage, but is very sensitive to chlorinated sewage. If sewage is not chlorinated, P. samuelis could survive for prolonged periods in 20% concentration of sewage.",sewage pollution,hms_hg072nm6762.tei.xml
161,Stanford University,Hopkins Marine Station,dx206mf4287,"Rotkis, Thomas","The effects of sewage on the righting response of the hermit crab Pagurus samuelis (Stimpson, 1857)",1970.0,"In these experiments, samples of the hermit crab, Pagurus samuelis were taken from polluted and unpolluted areas around the southern end of Monterey Bay. These samples were tested for their righting response times and a summary of the results of these tests follows: 1. When righting response time was measured immediately after capture, crabs from unpolluted waters (Hopkins Marine Station) measured in unpolluted water exhibited a significantly faster righting response than crabs from polluted areas timed in water from their environments. 2. Crabs from polluted water (Point Pinos) placed in unpolluted water for 24 hours showed a significant increase in the speed of righting. 3. crabs from Hopkins Marine Station immersed in 2% and 4% dilutions of sewage exhibited a significant decrease in their speed of righting after 24 hours.",sewage pollution,hms_dx206mf4287.tei.xml
162,Stanford University,Hopkins Marine Station,fb672fg6716,"Roy, Peter Alan",Effects of sewage pollution on the normal lipid-soluble pigment complement of four species of macroscopic marine algae,1970.0,"Four species of intertidal algae, two Rhodophyta and two Phaeophyta were collected from around the sewage outfall at Point Pinos, Pacific Grove, California. The algal samples were analyzed for relative pigment content through the use of comparative spectrophotometry and thin layer chromatography. The brown algae directly reflected sewage distribution and concentrations (established in other studies), by morphological damage and by a reduction in pigment content. The red algae showed various degrees of increased pigment content in the more polluted areas. Possible answers to the increase in pigments are briefly discussed. Mention is made of the possibility of using inter-and/or-subtidal brown algal pigment content as an indicator of sewage distribution near an outfall. Some pertinent morphological and ecological observations of algae in the heavily polluted areas are noted.",sewage pollution,hms_fb672fg6716.tei.xml
163,Stanford University,Hopkins Marine Station,cv346ct1192,"Schreiber, James R.",Effects of residual chlorine in sea water on the photosynthetic activity of three marine algae,1970.0,"This project involved the determination of the persistence of residual Chlorine in sea water and the deamination of any effects, either adverse or positive, or residual Chlorine from chlorinated sewage effluents on the photosynthetic activities of three representative algae, Prinonitis lanceolata (Rhodophyta), Ulva lobata (Chlorophyta), and Macrocystis pyrifera (Phaeophyta). By using the technique of quantitative C14 -O2 uptake to measure the rates of photosynthesis, a correlation between the concentrations of Sodium Hypochlorite in the experimental media and the experimental rates of photosynthetic activity was discovered. The results show that a residual level of 5 ppm Chlorine in sea water does adversely affect the photosynthetic activities of these algae, in the case of Ulva lobata by as much as 25%. Higher concentrations of residual chlorine have even greater effects, with 15 ppm residual chlorine giving an 80% reduction in the photosynthetic rate of Macrocystis pyrifera.",sewage pollution,hms_cv346ct1192.tei.xml
164,Stanford University,Hopkins Marine Station,tp679mg0786,"Sherman, Paul W.",Use of a chelating resin in the extraction and concentration of trace metals from shells of Mytilus edulis in conjunction with atomic absorption spectrophotometry,1970.0,"1. Analyses of Mytilus edulis shell for the trace metals Pb, Mn, Cu, Zn, Co and Cd using atomic absorption spectrophotometry is difficult because of scattering effects at low wavelengths. To eliminate these interferences, experiments were performed with the use of an ion-exchange resin column of Chelex-100 with the result that scattering was completely eliminated from the samples of shells. 2. A method of concentrating a solution of trace metals by evaporation under suction was developed. This method resulted in a 100% recovery of all trace metals from a solution that had been concentrated ten times. This in effect increased the detection limit of the atomic absorption spectrophotometer ten times. 3. At a sample pH of 7.0, the Chelex column used had a generally higher percentage recovery for solutions of trace metals without shell material than for solutions with shell material. 4. Recovery percentage from the column for all the trace metals involved was much higher at sample pH of 7.8 than that at sample pH of 7.0. 5. Reagent contamination resulted in some inaccuracies in the values for some trace metals in the shells of Mytilys edulis, especially copper and zinc. When the concentration of some of the trace metals in the mussel shell are so low, contamination becomes an all-important consideration. Furthermore, the varying amounts of the inherently contaminated ammonium hydroxide used in the samples added an increased degree of variance to the results.",marine pollution,hms_tp679mg0786.tei.xml
165,Stanford University,Hopkins Marine Station,yw713rr2289,"Stibbs, Henry Howard","Chromium concentrations in tunicates (Urochordata: ascidia) taken near Monterey, California; relation to local sewage outfalls",1970.0,"1. Eighteen species of ascidians taken near Monterey, California, were analyzed for chromium content using atomic absorption spectrophotometry. 2. The highest values (ppm dry weight) were found in the genera Eudistoma (E. psammion, 152.5; E. ritteri, 25.6; E. molle, 15.0) and Ritterella (R. pulchra, 69.6; R. rubra, 45.2). All are members of the Order Aplousobranchia. The lowest value was obtained in Stylea montereyensis (1.59 ppm dry weight). Seawater taken by the Hopkins Marine Station yielded a value of 0.095 ppm. 3. The chromium content o fascidians found near local domestic sewage outfalls was often lower than that of ascidians found in less polluted areas. The chromium concentration in three different samples of domestic sewage effluent (ranging from 0.000 to 0.008 ppm) was much lower than that in seawater from Monterey Bay (0.095 ppm).",sewage pollution,hms_yw713rr2289.tei.xml
166,Stanford University,Hopkins Marine Station,py068kg3725,"Welsh, Joseph",Coliform distribution and coliform uptake by Mytilus californianus in Carmel Bay,1971.0,"A study was conducted on the coliform distribution in seawater samples and in M. californianus (conrad, 1837) for Carmel Bay, Calif. Populations of Mytilus were small in areas where effluent concentration was large. No adults were found in the immediate vicinity of the outfall. Determination of coliform levels in M. californianus was unsuccessful. Coliform concentrations could not be correlated with direction of effluent for distances over 270 feet. Onshore coliform counts were predominantly higher than offshore samples. A rise in coliform counts occurred toward the end of May.",sewage pollution,hms_py068kg3725.tei.xml
167,Stanford University,Hopkins Marine Station,jy659zv8134,"Allen, Heather",The effects of primary unchlorinated sewage on the respiration of Mytilus californianus,1971.0,"California sea mussels (Mytilus californianus) of 2 to 5 cm length were collected from intertidal areas in Pacific Grove, California, during May. they were placed in various dilutions of primary unchlorinated sewage and their respiration was measured. Results indicate that sewage causes changes in respiratory activity, and that high concentrations are extremely toxic. An attempt was made to isolate the toxic factors but proved unsuccessful. Data for the excretion of dissolved inorganic phosphate by the mussels are also presented.",sewage pollution,hms_jy659zv8134.tei.xml
168,Stanford University,Hopkins Marine Station,cs158tm5329,"Balfour, Morris",Inhibition of Photosynthesis in Porphyra perforata by Trace Metals,1971.0,"Inorganic copper and mercury, at concentrations as low as a half part per million in sea water, reduced photosynthesis in samples of Porphyra perforata. Similar effects were observed in phytoplankton using even lower concentrations of copper in solution. Neither the mercuric or cupric ions indicated and any effects on plant respiration nor any signs of synergistic action as inhibitors of photosynthesis in Porphyra",marine pollution,hms_cs158tm5329.tei.xml
169,Stanford University,Hopkins Marine Station,zt053kv6145,"Baxter, Keith G.",Comparison of DDT residue values of planktonic organisms at the air: water interface and subsurface levels of Monterey Bay,1971.0,"Plankton samples from the surface and ten meters depth were collected in Monterey Bay and analyzed for DDT residues. The results show a trend toward higher concentration at the air-sea interface. Possible mechanisms of concentration are discussed, with some consideration given to ecological implications.",marine pollution,hms_zt053kv6145.tei.xml
170,Stanford University,Hopkins Marine Station,rc737ng4913,"Brennan, Anne P.","A qualitative study of the effects of sewage pollution on the carotenoid pigments in the stalked barnacle, Pollicipes polymerus",1971.0,"1. Qualitative studies of reproduction and quantitative studies of total and individual carotenoid content in the stalked barnacle Pollicipes polymerus were carried out for animals in polluted and non polluted areas in the Monterey Bay area of California. 2. Reproductive activity was retarded in areas very close to point sources of pollution. 3. The total carotenoid content in the stalk fluid of Pollicipes was invariably lowest in animals close to point sources of pollution, concomitantly, the amount of carotenoid tended to increase with increasing distance from such pollution sources. 4. It was suggested that total carotenoid content may be effected by proximity to sewage effluent whereas astaxanthin content may be specifically effected by increased chlorine concentrations. 5. Possible mechanisms governing the decrease in Pollicipes carotenoid content are discussed.",marine pollution,hms_rc737ng4913.tei.xml
171,Stanford University,Hopkins Marine Station,bt693df6514,"Chang, John Sau",Use of the giant fiber for feeding and escape response in hatchling Sepioteuthis lessoniana,1971.0,"Free-swimming Sepioteuthis lessoniana hatchlings were videotaped during both feeding and strobe flash sessions. Analysis showed that while feeding the peak instantaneous velocity obtained by the hatchling is twice as great and the peak acceleration is 50% greater than during an escape response to a strobe flash in which only the giant axon is used. Behavioral measurements of mantle radius made with video were used to compute jet thrust and compare performance with varying patterns of motor neuron activity in the restrained hatchling. The coordinated, adult like pattern of giant and small fiber use resulted in mantle contractions and jet thrusts that were always greater than contractions and thrusts produced by giant-only or small-only responses. Thus, evidence strongly suggests that hatchling Sepioteuthis use the giant fiber in feeding attacks.",,hms_bt693df6514.tei.xml
172,Stanford University,Hopkins Marine Station,rw675nw0898,"Darm, Jerrold",A survey of the methods for analysis of methyl mercury in fish and plant material,1971.0,"Five columns, two extraction procedures, and three cleanup methods were tested for efficiency in the detection and isolation of methyl mercury in both fish and plant material. A 1/8"" x 6' stainless steel column packed with chromasorb W (80-100 mesh) on carbowax 20 M was used in the final measurements. Between 85 and 100% of the mercury in Bonita samples was methylated. No methyl mercury was found in macrocystis.",marine pollution,hms_rw675nw0898.tei.xml
173,Stanford University,Hopkins Marine Station,tj249tn1545,"Fitz, J. D.",Trace metal concentrations on sandy beaches,1971.0,"Concentrations of silver, cadmium, chromium, copper, manganese, nickel, lead and zinc were determined in sand from beaches in the viciinity of Monterey, California. Highest concentrations of these trace metals were generally found below the surface of the sand, at low tidal levels and near populated areas. Sewage outfalls did not increase concentrations of the metals analyzed on nearby beaches.",sandy beaches,hms_tj249tn1545.tei.xml
174,Stanford University,Hopkins Marine Station,tm955qd9968,"Funkhouser, Thomas E.",Coliform bacteriophages as indicators of domestic sewage pollution in the marine environment,1971.0,"The presence of domestic sewage pollution in the marine environment around Monterey Bay was studied. Escherichia coli strain B was used for coliphage detection. Studies found that coliphage survive longer and were distributed further from an outfall tan coliform bacteria. Even though the viruses appeared to be in large numbers only around sewage input sources into the sea and were not ubiquitous in the marine environment, small amounts of phage could be detected at distances away from input systems. Filtration of water samples prior to dilution in phage assays was not desirable.",marine pollution,hms_tm955qd9968.tei.xml
175,Stanford University,Hopkins Marine Station,wt810mw5450,"Gallagher, Jane",The effects of sewage on fertilization and early development in Patiria miniata,1971.0,"The gametes, early stages of development, and adult Patiria are all affected by sewage and its associated levels of chlorination. Effects on the adult ranged from an abstinence from feeding behavior in concentrations of sewage greater than 5%, to death within 24 hours when placed near the outfall. The fertilization process was somewhat sensitive to chlorinated sewage. Thus, more than twice as many embryos were able to reach the blastula stage in 10% and 5% sewage solutions if the eggs were fertilized before being placed in the sewage dilutions. Hypochlorite was found to be the active ingredient in chlorinated sewage. The sperm were more sensitive to the hypochlorite than the eggs, showing a reduction in the ability to fertilize eggs in concentrations as low as 0.2 ppm. Because of the high sensitivity of fertilization to both chlorinated and unchlorinated sewage, the ecological effects of the sewage may extend far down current from the damaged area near the outfall.",sewage pollution,hms_wt810mw5450.tei.xml
176,Stanford University,Hopkins Marine Station,nw808qk7906,"Graham, David L.","Trace metal levels in sandy beach Polychaetes of Monterey Bay, California",1971.0,"There is evidence to suggest accumulation of nickel in Travisia gigas. Copper is accumulated on Nephtys californiensis, Euzonas mucronata and Nerinides acuta. Accumulation of zinc takes place in N. californiensis, E. dillonensis and N. acuta. Lead accumulation seems to take place in E. mucronata. This study show that zinc and copper are in consistently high levels in the worms as opposed to the sand and this may suggest some use by the worms such as a metallo-enzyme.",sandy beaches,hms_nw808qk7906.tei.xml
177,Stanford University,Hopkins Marine Station,vd999tv5289,"Koenig, Walter D.","PCB and DDT residues in fishes of Elkhorn Slough and the Pajaro River, California",1971.0,"Samples of fishes from the Pajaro River and Elkhorn Slough were analyzed for chlorinated hydrocarbon residues. All DDT/PCB ratios for flesh and whole fish samples were less than 1.2; ratios were substantially greater than 1 in leopard shark liver samples. The possibility that the high concentration of DDT stored in the liver tissue is antagonistic to PCB storage is discussed. The percentage of total PCB content present in combined mono, di, and trichlorobiphenyls for the five species taken fro the Pajaro River was found to exhibit a slight inverse relationship to the idealized trophic levels on which these fishes feed. PCB's more than DDT levels tended to increase in these same five fishes as one moved up this simplified fraction of a food chain. Samples from the Pajaro River were compared to the same species captured in Elkhorn Slogh and found to have significantly greater PCB and DDT concentrations.",marine pollution,hms_vd999tv5289.tei.xml
178,Stanford University,Hopkins Marine Station,yr619fq5792,"Kroener, John M.","Effects of DDT on action potential discharge in the nerves of the sand crab, Emerita analoga (Simpson)",1971.0,"Large motor aberrations were observed in the sand crab, Emerita analoga, allowed to concentrate DDT from seawater to 1.4 ppm. This is close to some levels found in the field. In recordings made form a nerve innervating the abdominal flexor muscles, 1 ppm DDT in the bathing medium greatly increases spontaneous neuronal bursting, length of tactually stimulated bursts and frequency of firing of the larger motor neurons. These effects appear cumulative and irreversible. Animals bathed in 100 ppb DDT and animals with 1.4 ppm DDT taken up over 12 days showed lesser but similar neurophysiological effects. Behavioral effects at concentrations found in the natural environment is deemed possible.",marine pollution,hms_yr619fq5792.tei.xml
179,Stanford University,Hopkins Marine Station,jd585tv6099,"Laughton, Craig W.",The shrug response in Melibe leonina: behavioral and neurophysiological observations,1971.0,"Some of the behaviors of the marine nudibranch Melibe leonina have been described, such as feeding, ""galloping"", the crumple response, and its fascinating swimming behavior (Hurst, 1968; Thompson). However, a new behavior, the shrug response, has been noticed and is described here. It was noted via visual observations that this behavior habituated quickly and was inhibited during swimming and locomotion. The purpose of this study was to observe and describe the properties of this behavior, trace it neuroanatomically, and find its relation to other motor behaviors. Results of behavioral manipulations and electrophysiological recordings showed that the shrug response is part of a behavioral hierarchy and, because it is mediated through one, central pathways, would be good for studies on habituation.",,hms_jd585tv6099.tei.xml
180,Stanford University,Hopkins Marine Station,yn940nd6826,"Lissant, Joyce",Studies on sea urchin fertilization as a bioassay for water quality,1971.0,"The sensitivity of sea urchin egg fertilization was tested in waters of various degrees chlorinated and unchlorinated domestic sewage. Chlorine in sewage, especially diluted sewage, was found to strongly inhibit sea urchin fertilization. Removal of chlorine suggested that there were other pollutants present in sewage effluent. The sea urchin fertilization bioassay may be useful in indicating pollution though it cannot act a the sole indicator of water quality.",marine pollution,hms_yn940nd6826.tei.xml
181,Stanford University,Hopkins Marine Station,jt129rc9460,"Lopez, Glenn R.",Analysis of heavy metal concentrations at the air-water interface and subsurface waters of Monterey Bay,1971.0,"Plankton samples from the surface and from 10 meters depth were collected in Monterey Bay and analyzed for Ag, Zn, Cu, Cr, Mn, Cd, and Pb. The results showed a trend toward higher concentration at the air-sea interface. Possible mechanisms of concentration processes are discussed, with some consideration given to the ecological implications.",marine pollution,hms_jt129rc9460.tei.xml
182,Stanford University,Hopkins Marine Station,fr084jy8504,"Marian, Ronald E.",The association between symbiotic bacteria and the accessory nidamental gland of squid Loligo opalescens,1971.0,"The nature of the association between the symbiotic bacteria and the accessory nidamental glands of the female squid, Loligo opalescens, was investigated using light, fluorescent, and transmission electron microscopy. The accessory nidamental glands of three female squids at varying stages of sexual maturity were observed and two possible differences noted as functions of maturity. Two observations were significant: 1) the association between the gland and the bacteria might vary at different stages of sexual maturity, and 2) the morphology of the bacteria differed depending on the stage of development. Three hypotheses have been proposed that may explain the observed trends. The first suggests the varying association is a cyclic phenomenon during which the bacteria grow according to a characteristic lag, exponential, and stationary phase situation. The second explanation is that the gland secretes varying amounts of product during maturation which dictates the proximity of the bacteria to the gland. The third theory is based on the idea that distinct species of bacteria colonize the accessory nidamental gland at different developmental stages.",,hms_fr084jy8504.tei.xml
183,Stanford University,Hopkins Marine Station,pd794jg5260,"Marian, Ronald E.",The life cycle of the nite Gammaridacaurs brevisternalis (Acari: Laelaptidae); A parasite on the sandy beach hoppers of the genus Orchestoidea,1971.0,The life cycle of Gammaridacarus brevisternalis is documented for the first time. The life cycle appears to follow that of a typical Gamasida mite with two exceptions: it skips the prelarva stage and appears to undergo an adult molt. The life cycle is divided between beach wrack and beach amphipods of the genus Orchestoidea. Only the deutonymphs and adults are found on Orchestoidea. Gravid females are found almost exclusively on beach wrack. It appears that the wrack somehow induces fertility in the mites.,symbiosis at the seashore,hms_pd794jg5260.tei.xml
184,Stanford University,Hopkins Marine Station,ts624nm2714,Moitoza,The effect of DDT on the growth and respiration of pseudomondas under aerobic and anaerobic conditions,1971.0,Growth of aerobic pseudomonads in elective cultures was significantly inhibited by DDT in concentrations as low a s 2 ppm. No effect upon aerobic respiration was detected.,DDT,hms_ts624nm2714.tei.xml
185,Stanford University,Hopkins Marine Station,gy342bz7591,"Peters, Judith L.",Transmission between stellar nerves and circular muscle of the squid Loliligo opalescens,1971.0,"Neuromuscular transmission in the squid is described in terms of the slow and fast fibers characterizing circular mantle muscle. Various potential transmitter substances and antagonists to synaptic transmission were tested by electrically stimulating giant fibers and recording twitch responses of the circular muscle in the presence of the substances tested. Of these, bath application of L-glutamate had an excitatory effect on circular mantle tissue. Antagonists to L-glutamate known to mediate synaptic transmission in other neuromuscular systems had no reversible inhibitory effect on transmission. It is concluded that L-glutamate or a glutamate analog may directly excite the slow circular fiber. The apparently inhibiting action of glutamate on fast fibers innervated by the giant axons may arise either presynaptically or postsynaptically.",biology of cephalopods,hms_gy342bz7591.tei.xml
186,Stanford University,Hopkins Marine Station,yc232fd6227,"Prickert, James",Levels and sites of concentration of trace metals in inshore fishes of Monterey Bay,1971.0,"The sites of concentration of trace metals cadmium, lead, silver, copper, chromium, manganese and zinc were determined for five species of inshore marine fishes. Generally, zinc and lead accumulate in the gills; copper, cadmium, and zinc accumulate in the liver; and silver, zinc, manganese, chromium, and cadmium concentrate in bone. Flesh doesn't noticeably concentrate any of these elements. Concentration levels with regard to trophic levels were also examined, and it was found that manganese in the liver, and zinc in flesh and bone decrease in concentration with increasing trophic level. Cadmium in the liver may show a direct relationship of concentration with higher trophic levels.",marine pollution,hms_yc232fd6227.tei.xml
187,Stanford University,Hopkins Marine Station,py412rr4062,"Routh, Jerry D.",DDT residues in Salinas River sediments,1971.0,"Report contains information, tables, and graphs concerning the amount of DDT residues in sediment samples collected weekly at sites along the northern Salinas River between April 27 and May 17, 1971. A detailed explanation of the extraction technique with a recovery study is included. Conclusions indicate that total DDT derivatives range from 2 to 500 ppb at various sites. Preliminary information about the mode of DDT residue translocation and reasons for concentration is also presented.",marine pollution,hms_py412rr4062.tei.xml
